fips,county_name,state,brief,generated_at
50001,Carroll County,VT,"## Carroll County, Vermont

**Overall Score: 90.4/100 (Thriving)**

Carroll County continues to demonstrate strong outcomes across all pillars. With a population of 175,082 and 66 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 86.4/100
- Health & resource access: 97.4/100
- Environmental quality: 72.0/100
- Safety index: 89.6/100

**Year-over-Year Change:** -1.7 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
50002,Henry County,VT,"## Henry County, Vermont

**Overall Score: 72.9/100 (Moderate)**

Henry County shows solid fundamentals with room for targeted improvement. With a population of 619,680 and 48 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 66.4/100
- Health & resource access: 79.3/100
- Environmental quality: 78.7/100
- Safety index: 67.9/100

**Year-over-Year Change:** +1.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
50003,Marshall County,VT,"## Marshall County, Vermont

**Overall Score: 39.0/100 (At Risk)**

Marshall County faces notable challenges that require coordinated intervention. With a population of 148,440 and 36 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 30.1/100
- Health & resource access: 33.1/100
- Environmental quality: 33.4/100
- Safety index: 42.3/100

**Year-over-Year Change:** +0.6 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-27T23:12:38.028607
50004,Lawrence County,VT,"## Lawrence County, Vermont

**Overall Score: 51.6/100 (Moderate)**

Lawrence County shows solid fundamentals with room for targeted improvement. With a population of 536,750 and 60 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 57.6/100
- Health & resource access: 43.6/100
- Environmental quality: 50.0/100
- Safety index: 49.0/100

**Year-over-Year Change:** +0.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
51001,Morgan County,VA,"## Morgan County, Virginia

**Overall Score: 80.1/100 (Thriving)**

Morgan County continues to demonstrate strong outcomes across all pillars. With a population of 363,556 and 74 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 79.3/100
- Health & resource access: 98.0/100
- Environmental quality: 97.7/100
- Safety index: 70.3/100

**Year-over-Year Change:** +4.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
51002,Perry County,VA,"## Perry County, Virginia

**Overall Score: 64.3/100 (Moderate)**

Perry County shows solid fundamentals with room for targeted improvement. With a population of 504,756 and 69 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 73.3/100
- Health & resource access: 59.2/100
- Environmental quality: 65.3/100
- Safety index: 68.4/100

**Year-over-Year Change:** +2.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
51003,Pike County,VA,"## Pike County, Virginia

**Overall Score: 46.6/100 (At Risk)**

Pike County faces notable challenges that require coordinated intervention. With a population of 321,769 and 78 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 45.9/100
- Health & resource access: 40.1/100
- Environmental quality: 44.1/100
- Safety index: 58.0/100

**Year-over-Year Change:** +0.2 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
51004,Shelby County,VA,"## Shelby County, Virginia

**Overall Score: 37.5/100 (At Risk)**

Shelby County faces notable challenges that require coordinated intervention. With a population of 444,774 and 77 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 34.9/100
- Health & resource access: 29.8/100
- Environmental quality: 54.2/100
- Safety index: 30.4/100

**Year-over-Year Change:** +4.4 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
53001,Sullivan County,WA,"## Sullivan County, Washington

**Overall Score: 71.7/100 (Moderate)**

Sullivan County shows solid fundamentals with room for targeted improvement. With a population of 614,574 and 76 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 63.6/100
- Health & resource access: 63.2/100
- Environmental quality: 68.6/100
- Safety index: 61.2/100

**Year-over-Year Change:** -7.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
53002,Wayne County,WA,"## Wayne County, Washington

**Overall Score: 41.1/100 (At Risk)**

Wayne County faces notable challenges that require coordinated intervention. With a population of 261,961 and 7 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 42.3/100
- Health & resource access: 36.0/100
- Environmental quality: 26.8/100
- Safety index: 31.6/100

**Year-over-Year Change:** +4.9 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
53003,Lake County,WA,"## Lake County, Washington

**Overall Score: 63.5/100 (Moderate)**

Lake County shows solid fundamentals with room for targeted improvement. With a population of 649,181 and 63 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 71.5/100
- Health & resource access: 52.5/100
- Environmental quality: 69.0/100
- Safety index: 65.9/100

**Year-over-Year Change:** +4.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
53004,Orange County,WA,"## Orange County, Washington

**Overall Score: 65.1/100 (Moderate)**

Orange County shows solid fundamentals with room for targeted improvement. With a population of 336,993 and 25 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 66.7/100
- Health & resource access: 65.4/100
- Environmental quality: 73.8/100
- Safety index: 60.6/100

**Year-over-Year Change:** -3.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
54001,Lee County,WV,"## Lee County, West Virginia

**Overall Score: 29.9/100 (At Risk)**

Lee County faces notable challenges that require coordinated intervention. With a population of 515,699 and 27 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 26.4/100
- Health & resource access: 38.0/100
- Environmental quality: 20.8/100
- Safety index: 31.7/100

**Year-over-Year Change:** -2.1 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-29T23:12:38.028607
54002,Scott County,WV,"## Scott County, West Virginia

**Overall Score: 40.0/100 (At Risk)**

Scott County faces notable challenges that require coordinated intervention. With a population of 520,756 and 43 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 58.2/100
- Health & resource access: 55.1/100
- Environmental quality: 39.3/100
- Safety index: 37.0/100

**Year-over-Year Change:** -4.6 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-24T23:12:38.028607
54003,Douglas County,WV,"## Douglas County, West Virginia

**Overall Score: 70.5/100 (Moderate)**

Douglas County shows solid fundamentals with room for targeted improvement. With a population of 421,697 and 47 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 65.4/100
- Health & resource access: 65.4/100
- Environmental quality: 82.9/100
- Safety index: 56.2/100

**Year-over-Year Change:** -1.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
54004,Fulton County,WV,"## Fulton County, West Virginia

**Overall Score: 47.1/100 (At Risk)**

Fulton County faces notable challenges that require coordinated intervention. With a population of 510,351 and 30 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 53.5/100
- Health & resource access: 43.0/100
- Environmental quality: 40.0/100
- Safety index: 42.1/100

**Year-over-Year Change:** +1.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-27T23:12:38.028607
55001,Hancock County,WI,"## Hancock County, Wisconsin

**Overall Score: 76.7/100 (Thriving)**

Hancock County continues to demonstrate strong outcomes across all pillars. With a population of 710,371 and 70 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 71.7/100
- Health & resource access: 83.7/100
- Environmental quality: 87.2/100
- Safety index: 72.3/100

**Year-over-Year Change:** -0.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
55002,Knox County,WI,"## Knox County, Wisconsin

**Overall Score: 67.1/100 (Moderate)**

Knox County shows solid fundamentals with room for targeted improvement. With a population of 173,613 and 55 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 71.4/100
- Health & resource access: 50.2/100
- Environmental quality: 70.5/100
- Safety index: 78.9/100

**Year-over-Year Change:** +7.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
55003,Logan County,WI,"## Logan County, Wisconsin

**Overall Score: 36.9/100 (At Risk)**

Logan County faces notable challenges that require coordinated intervention. With a population of 814,066 and 14 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 38.7/100
- Health & resource access: 35.2/100
- Environmental quality: 30.5/100
- Safety index: 36.4/100

**Year-over-Year Change:** +1.7 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-28T23:12:38.028607
55004,Putnam County,WI,"## Putnam County, Wisconsin

**Overall Score: 55.1/100 (Moderate)**

Putnam County shows solid fundamentals with room for targeted improvement. With a population of 46,105 and 53 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 39.5/100
- Health & resource access: 75.0/100
- Environmental quality: 60.8/100
- Safety index: 43.5/100

**Year-over-Year Change:** +3.8 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
56001,Russell County,WY,"## Russell County, Wyoming

**Overall Score: 54.8/100 (Moderate)**

Russell County shows solid fundamentals with room for targeted improvement. With a population of 359,317 and 39 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 38.6/100
- Health & resource access: 52.1/100
- Environmental quality: 58.2/100
- Safety index: 52.0/100

**Year-over-Year Change:** +5.0 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
56002,Randolph County,WY,"## Randolph County, Wyoming

**Overall Score: 26.0/100 (At Risk)**

Randolph County faces notable challenges that require coordinated intervention. With a population of 354,747 and 23 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 23.4/100
- Health & resource access: 31.9/100
- Environmental quality: 34.9/100
- Safety index: 24.2/100

**Year-over-Year Change:** +6.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-26T23:12:38.028607
56003,Crawford County,WY,"## Crawford County, Wyoming

**Overall Score: 54.5/100 (Moderate)**

Crawford County shows solid fundamentals with room for targeted improvement. With a population of 648,632 and 54 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 53.2/100
- Health & resource access: 48.2/100
- Environmental quality: 62.0/100
- Safety index: 52.4/100

**Year-over-Year Change:** -1.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
56004,Fayette County,WY,"## Fayette County, Wyoming

**Overall Score: 72.8/100 (Moderate)**

Fayette County shows solid fundamentals with room for targeted improvement. With a population of 281,453 and 52 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 79.0/100
- Health & resource access: 73.0/100
- Environmental quality: 78.4/100
- Safety index: 70.5/100

**Year-over-Year Change:** +2.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
